fiscal_year,quarter,master_project_code,role_category,employee_count,total_employees,percentage
2025,2,MSSUCH31,Others,29,83,34.94
2025,2,MSSUCH31,Technology,28,83,33.73
2025,2,MSTRPHS3,Business,2,14,14.29
2025,2,MSTRPHS3,Consulting,3,14,21.43
2025,2,MSTRPHS3,Others,6,14,42.86
2025,2,MSTRPHS3,Technology,3,14,21.43
2025,2,MSUOWAH1,Business,3,14,21.43
2025,2,MSUOWAH1,Consulting,6,14,42.86
2025,2,MSUOWAH1,Others,1,14,7.14
2025,2,MSUOWAH1,Technology,4,14,28.57
2025,2,MSUOWAH3,Consulting,3,3,100.0
2025,2,MSUOWAM1,Others,1,3,33.33
2025,2,MSUOWAM1,Technology,2,3,66.67
2025,2,MSUOWAN2,Others,1,3,33.33
2025,2,MSUOWAN2,Technology,2,3,66.67
2025,2,MSUOWAP5,Consulting,3,8,37.5
2025,2,MSUOWAP5,Others,2,8,25.0
2025,2,MSUOWAP5,Technology,3,8,37.5
2025,2,MSUOWAT2,Business,1,3,33.33
2025,2,MSUOWAT2,Consulting,1,3,33.33
2025,2,MSUOWAT2,Technology,1,3,33.33
2025,2,MSUOWAT3,Others,2,6,33.33
2025,2,MSUOWAT3,Technology,4,6,66.67
2025,2,MSVCPBSZ,Others,3,6,50.0
2025,2,MSVCPBSZ,Technology,3,6,50.0
2025,2,MSVCPCHZ,Management,1,2,50.0
2025,2,MSVCPCHZ,Others,1,2,50.0
2025,2,MSVCPHST,Business,1,27,3.7
2025,2,MSVCPHST,Consulting,4,27,14.81
2025,2,MSVCPHST,Management,2,27,7.41
2025,2,MSVCPHST,Others,13,27,48.15
2025,2,MSVCPHST,Technology,7,27,25.93
2025,2,MSVCPHZ3,Consulting,2,19,10.53
2025,2,MSVCPHZ3,Others,13,19,68.42
2025,2,MSVCPHZ3,Technology,4,19,21.05
2025,2,MSVCPNSP,Consulting,2,14,14.29
2025,2,MSVCPNSP,Others,7,14,50.0
2025,2,MSVCPNSP,Technology,5,14,35.71
2025,2,MSVCPPN3,Consulting,1,14,7.14
2025,2,MSVCPPN3,Others,7,14,50.0
2025,2,MSVCPPN3,Technology,6,14,42.86
2025,2,MSWAMSP2,Business,6,70,8.57
2025,2,MSWAMSP2,Consulting,18,70,25.71
2025,2,MSWAMSP2,Management,4,70,5.71
2025,2,MSWAMSP2,Others,20,70,28.57
2025,2,MSWAMSP2,Technology,22,70,31.43
2025,2,MSWCFH31,Consulting,3,17,17.65
2025,2,MSWCFH31,Others,9,17,52.94
2025,2,MSWCFH31,Technology,5,17,29.41
2025,2,MSWEBPMS,Consulting,1,2,50.0
2025,2,MSWEBPMS,Others,1,2,50.0
2025,2,MSXBXDL2,Others,6,6,100.0
2025,2,MSXBXSAH,Others,5,5,100.0
2025,2,MSXGDLH2,Business,1,62,1.61
2025,2,MSXGDLH2,Consulting,7,62,11.29
2025,2,MSXGDLH2,Management,3,62,4.84
2025,2,MSXGDLH2,Others,18,62,29.03
2025,2,MSXGDLH2,Technology,33,62,53.23
2025,2,MSXGEAH2,Business,1,13,7.69
2025,2,MSXGEAH2,Consulting,2,13,15.38
2025,2,MSXGEAH2,Others,10,13,76.92
2025,2,MSXGSUH1,Consulting,3,4,75.0
2025,2,MSXGSUH1,Technology,1,4,25.0
2025,2,MSXGSUH2,Consulting,1,22,4.55
2025,2,MSXGSUH2,Others,15,22,68.18
2025,2,MSXGSUH2,Technology,6,22,27.27
2025,2,MSXGSUH3,Others,3,14,21.43
2025,2,MSXGSUH3,Technology,11,14,78.57
2025,2,MSXGSUMC,Consulting,1,4,25.0
2025,2,MSXGSUMC,Technology,3,4,75.0
2025,2,MSXGSUN2,Others,1,3,33.33
2025,2,MSXGSUN2,Technology,2,3,66.67
2025,2,MSXGSUP5,Business,1,52,1.92
2025,2,MSXGSUP5,Consulting,3,52,5.77
2025,2,MSXGSUP5,Management,6,52,11.54
2025,2,MSXGSUP5,Others,11,52,21.15
2025,2,MSXGSUP5,Technology,31,52,59.62
2025,2,MSXGSUST,Business,2,15,13.33
2025,2,MSXGSUST,Consulting,3,15,20.0
2025,2,MSXGSUST,Management,1,15,6.67
2025,2,MSXGSUST,Others,6,15,40.0
2025,2,MSXGSUST,Technology,3,15,20.0
2025,2,MSXPSPS5,Business,1,4,25.0
2025,2,MSXPSPS5,Consulting,1,4,25.0
2025,2,MSXPSPS5,Others,2,4,50.0
2025,2,NE385IVH,Others,5,10,50.0
2025,2,NE385IVH,Technology,5,10,50.0
2025,2,NE472WD1,Others,1,1,100.0
2025,2,NE482ADH,Consulting,2,8,25.0
2025,2,NE482ADH,Others,2,8,25.0
2025,2,NE482ADH,Technology,4,8,50.0
2025,2,NE483ADB,Others,1,3,33.33
2025,2,NE483ADB,Technology,2,3,66.67
2025,2,NE485ADH,Technology,3,3,100.0
2025,2,NE490ADK,Management,1,7,14.29
2025,2,NE490ADK,Others,3,7,42.86
2025,2,NE490ADK,Technology,3,7,42.86
2025,2,NE493ADB,Business,1,3,33.33
2025,2,NE493ADB,Others,1,3,33.33
2025,2,NE493ADB,Technology,1,3,33.33
2025,2,NE495ADH,Business,1,4,25.0
2025,2,NE495ADH,Technology,3,4,75.0
2025,2,NE497ADN,Business,2,18,11.11
2025,2,NE497ADN,Consulting,6,18,33.33
2025,2,NE497ADN,Others,7,18,38.89
2025,2,NE497ADN,Technology,3,18,16.67
2025,2,NE499ADH,Consulting,2,6,33.33
2025,2,NE499ADH,Management,1,6,16.67
2025,2,NE499ADH,Others,1,6,16.67
2025,2,NE499ADH,Technology,2,6,33.33
2025,2,NE700ADH,Others,1,2,50.0
2025,2,NE700ADH,Technology,1,2,50.0
2025,2,NE702ADP,Business,1,4,25.0
2025,2,NE702ADP,Consulting,1,4,25.0
2025,2,NE702ADP,Technology,2,4,50.0
2025,2,NE703ADH,Others,2,7,28.57
2025,2,NE703ADH,Technology,5,7,71.43
2025,2,NE704ADT,Technology,2,2,100.0
2025,2,NE705DST,Others,1,3,33.33
2025,2,NE705DST,Technology,2,3,66.67
2025,2,NE706MX1,Technology,3,3,100.0
2025,2,NE711ADB,Business,1,9,11.11
2025,2,NE711ADB,Consulting,4,9,44.44
2025,2,NE711ADB,Management,1,9,11.11
2025,2,NE711ADB,Others,2,9,22.22
2025,2,NE711ADB,Technology,1,9,11.11
2025,2,NE712ADC,Consulting,3,5,60.0
2025,2,NE712ADC,Others,1,5,20.0
2025,2,NE712ADC,Technology,1,5,20.0
2025,2,NE713ADH,Business,3,14,21.43
2025,2,NE713ADH,Consulting,3,14,21.43
2025,2,NE713ADH,Management,1,14,7.14
2025,2,NE713ADH,Others,5,14,35.71
2025,2,NE713ADH,Technology,2,14,14.29
2025,2,NE714DST,Others,2,5,40.0
2025,2,NE714DST,Technology,3,5,60.0
2025,2,NE718ME2,Technology,1,1,100.0
2025,2,NE719WDA,Others,1,1,100.0
2025,2,NE721ADB,Technology,1,1,100.0
2025,2,NE725ADK,Others,5,13,38.46
2025,2,NE725ADK,Technology,8,13,61.54
2025,2,NE726MEX,Technology,2,2,100.0
2025,2,NE727MEX,Management,2,11,18.18
2025,2,NE727MEX,Others,3,11,27.27
2025,2,NE727MEX,Technology,6,11,54.55
2025,2,NE728ADH,Consulting,1,2,50.0
2025,2,NE728ADH,Others,1,2,50.0
2025,2,NE729ADC,Others,2,5,40.0
2025,2,NE729ADC,Technology,3,5,60.0
2025,2,NE732ADK,Consulting,2,10,20.0
2025,2,NE732ADK,Others,5,10,50.0
2025,2,NE732ADK,Technology,3,10,30.0
2025,2,NE733ADH,Management,1,2,50.0
2025,2,NE733ADH,Technology,1,2,50.0
2025,2,NE734ADK,Others,1,3,33.33
2025,2,NE734ADK,Technology,2,3,66.67
2025,2,NE735PER,Others,1,2,50.0
2025,2,NE735PER,Technology,1,2,50.0
2025,2,NE736WD1,Others,1,1,100.0
2025,2,NE737ADT,Others,3,8,37.5
2025,2,NE737ADT,Technology,5,8,62.5
2025,2,NE738MSW,Business,1,4,25.0
2025,2,NE738MSW,Consulting,1,4,25.0
2025,2,NE738MSW,Others,2,4,50.0
2025,2,NE739DST,Management,1,20,5.0
2025,2,NE739DST,Others,5,20,25.0
2025,2,NE739DST,Technology,14,20,70.0
2025,2,NE740ADB,Business,1,3,33.33
2025,2,NE740ADB,Consulting,2,3,66.67
2025,2,NE744MXO,Others,1,2,50.0
2025,2,NE744MXO,Technology,1,2,50.0
2025,2,NE745ADG,Business,1,13,7.69
2025,2,NE745ADG,Consulting,1,13,7.69
2025,2,NE745ADG,Management,1,13,7.69
2025,2,NE745ADG,Others,3,13,23.08
2025,2,NE745ADG,Technology,7,13,53.85
2025,2,NE746APA,Consulting,2,13,15.38
2025,2,NE746APA,Others,7,13,53.85
2025,2,NE746APA,Technology,4,13,30.77
2025,2,NE747MST,Business,1,18,5.56
2025,2,NE747MST,Consulting,8,18,44.44
2025,2,NE747MST,Others,8,18,44.44
2025,2,NE747MST,Technology,1,18,5.56
2025,2,NE748ADH,Others,1,1,100.0
2025,2,NE749MEX,Consulting,1,2,50.0
2025,2,NE749MEX,Others,1,2,50.0
2025,2,NE750MEX,Management,1,13,7.69
2025,2,NE750MEX,Others,4,13,30.77
2025,2,NE750MEX,Technology,8,13,61.54
2025,2,NE752WDA,Others,1,1,100.0
2025,2,NE753ADK,Consulting,2,9,22.22
2025,2,NE753ADK,Others,3,9,33.33
2025,2,NE753ADK,Technology,4,9,44.44
2025,2,NE754SWD,Others,1,1,100.0
2025,2,NE756SWD,Others,1,1,100.0
2025,2,NE757MXO,Consulting,1,5,20.0
2025,2,NE757MXO,Others,1,5,20.0
2025,2,NE757MXO,Technology,3,5,60.0
2025,2,NE758BL2,Business,1,8,12.5
2025,2,NE758BL2,Consulting,3,8,37.5
2025,2,NE758BL2,Others,4,8,50.0
2025,2,NE759ADB,Others,1,1,100.0
2025,2,NE760SWD,Others,1,1,100.0
2025,2,NE761SWD,Others,1,1,100.0
2025,2,NE762MEX,Consulting,1,2,50.0
2025,2,NE762MEX,Others,1,2,50.0
2025,2,NE806IVH,Others,1,2,50.0
2025,2,NE806IVH,Technology,1,2,50.0
2025,2,NEE102ST,Management,1,7,14.29
2025,2,NEE102ST,Others,1,7,14.29
2025,2,NEE102ST,Technology,5,7,71.43
2025,2,NEE290SP,Business,2,11,18.18
2025,2,NEE290SP,Consulting,3,11,27.27
2025,2,NEE290SP,Others,3,11,27.27
2025,2,NEE290SP,Technology,3,11,27.27
2025,2,NEE291SP,Business,1,6,16.67
2025,2,NEE291SP,Consulting,1,6,16.67
2025,2,NEE291SP,Others,4,6,66.67
2025,2,NEE315MX,Others,1,4,25.0
2025,2,NEE315MX,Technology,3,4,75.0
2025,2,NEE335H1,Technology,3,3,100.0
2025,2,NEE358HT,Others,4,15,26.67
2025,2,NEE358HT,Technology,11,15,73.33
2025,2,NEE364HT,Business,2,9,22.22
2025,2,NEE364HT,Consulting,2,9,22.22
2025,2,NEE364HT,Others,3,9,33.33
2025,2,NEE364HT,Technology,2,9,22.22
2025,2,NEE368HT,Business,4,17,23.53
2025,2,NEE368HT,Consulting,6,17,35.29
2025,2,NEE368HT,Others,6,17,35.29
2025,2,NEE368HT,Technology,1,17,5.88
2025,2,NEE370HT,Others,1,5,20.0
2025,2,NEE370HT,Technology,4,5,80.0
2025,2,NEE382ST,Consulting,1,18,5.56
2025,2,NEE382ST,Others,4,18,22.22
2025,2,NEE382ST,Technology,13,18,72.22
2025,2,NEE384HT,Business,2,13,15.38
2025,2,NEE384HT,Consulting,2,13,15.38
2025,2,NEE384HT,Management,2,13,15.38
2025,2,NEE384HT,Others,2,13,15.38
2025,2,NEE384HT,Technology,5,13,38.46
2025,2,NEE386HT,Business,1,17,5.88
2025,2,NEE386HT,Consulting,2,17,11.76
2025,2,NEE386HT,Management,2,17,11.76
2025,2,NEE386HT,Others,4,17,23.53
2025,2,NEE386HT,Technology,8,17,47.06
2025,2,NEE387OD,Business,1,24,4.17
2025,2,NEE387OD,Consulting,2,24,8.33
2025,2,NEE387OD,Management,2,24,8.33
2025,2,NEE387OD,Others,6,24,25.0
2025,2,NEE387OD,Technology,13,24,54.17
2025,2,NEE390HT,Consulting,5,32,15.63
2025,2,NEE390HT,Management,4,32,12.5
2025,2,NEE390HT,Others,8,32,25.0
2025,2,NEE390HT,Technology,15,32,46.88
2025,2,NEE391HT,Business,1,12,8.33
2025,2,NEE391HT,Consulting,1,12,8.33
2025,2,NEE391HT,Others,5,12,41.67
2025,2,NEE391HT,Technology,5,12,41.67
2025,2,NEE392HT,Business,2,17,11.76
2025,2,NEE392HT,Consulting,2,17,11.76
2025,2,NEE392HT,Others,6,17,35.29
2025,2,NEE392HT,Technology,7,17,41.18
2025,2,NEE394PS,Business,1,3,33.33
2025,2,NEE394PS,Others,1,3,33.33
2025,2,NEE394PS,Technology,1,3,33.33
2025,2,NEE395ST,Business,1,12,8.33
2025,2,NEE395ST,Others,3,12,25.0
2025,2,NEE395ST,Technology,8,12,66.67
2025,2,NEE396ST,Consulting,1,18,5.56
2025,2,NEE396ST,Others,5,18,27.78
2025,2,NEE396ST,Technology,12,18,66.67
2025,2,NEE397HT,Management,2,12,16.67
2025,2,NEE397HT,Others,2,12,16.67
2025,2,NEE397HT,Technology,8,12,66.67
2025,2,NEE398HT,Business,2,23,8.7
2025,2,NEE398HT,Consulting,4,23,17.39
2025,2,NEE398HT,Management,1,23,4.35
2025,2,NEE398HT,Others,7,23,30.43
2025,2,NEE398HT,Technology,9,23,39.13
2025,2,NEE465DX,Technology,1,1,100.0
2025,2,NEE468ST,Business,6,25,24.0
2025,2,NEE468ST,Consulting,5,25,20.0
2025,2,NEE468ST,Management,2,25,8.0
2025,2,NEE468ST,Others,9,25,36.0
2025,2,NEE468ST,Technology,3,25,12.0
2025,2,NEE475ST,Others,1,4,25.0
2025,2,NEE475ST,Technology,3,4,75.0
2025,2,NEE479MX,Consulting,1,1,100.0
2025,2,NEE481DX,Management,1,10,10.0
2025,2,NEE481DX,Others,2,10,20.0
2025,2,NEE481DX,Technology,7,10,70.0
2025,2,NEE489M2,Others,1,2,50.0
2025,2,NEE489M2,Technology,1,2,50.0
2025,2,NEE491MX,Consulting,2,7,28.57
2025,2,NEE491MX,Management,1,7,14.29
2025,2,NEE491MX,Others,1,7,14.29
2025,2,NEE491MX,Technology,3,7,42.86
2025,2,NEE492ST,Management,1,9,11.11
2025,2,NEE492ST,Others,1,9,11.11
2025,2,NEE492ST,Technology,7,9,77.78
2025,2,NEE496HZ,Business,1,4,25.0
2025,2,NEE496HZ,Consulting,2,4,50.0
2025,2,NEE496HZ,Others,1,4,25.0
2025,2,NEE498MX,Consulting,1,1,100.0
2025,2,NEE514SP,Technology,1,1,100.0
2025,2,NEE604ST,Others,2,7,28.57
2025,2,NEE604ST,Technology,5,7,71.43
2025,2,NEE608IV,Others,1,2,50.0
2025,2,NEE608IV,Technology,1,2,50.0
2025,2,NEE608ST,Business,2,15,13.33
2025,2,NEE608ST,Others,4,15,26.67
2025,2,NEE608ST,Technology,9,15,60.0
2025,2,NEE609ST,Business,1,35,2.86
2025,2,NEE609ST,Consulting,3,35,8.57
2025,2,NEE609ST,Others,9,35,25.71
2025,2,NEE609ST,Technology,22,35,62.86
2025,2,NEE610SP,Business,3,58,5.17
2025,2,NEE610SP,Consulting,7,58,12.07
2025,2,NEE610SP,Management,4,58,6.9
2025,2,NEE610SP,Others,19,58,32.76
2025,2,NEE610SP,Technology,25,58,43.1
2025,2,NEE612SP,Business,1,23,4.35
2025,2,NEE612SP,Consulting,3,23,13.04
2025,2,NEE612SP,Management,1,23,4.35
2025,2,NEE612SP,Others,8,23,34.78
2025,2,NEE612SP,Technology,10,23,43.48
2025,2,NEE613SP,Consulting,4,46,8.7
2025,2,NEE613SP,Management,3,46,6.52
2025,2,NEE613SP,Others,16,46,34.78
2025,2,NEE613SP,Technology,23,46,50.0
2025,2,NEE616SP,Business,1,38,2.63
2025,2,NEE616SP,Consulting,5,38,13.16
2025,2,NEE616SP,Management,2,38,5.26
2025,2,NEE616SP,Others,10,38,26.32
2025,2,NEE616SP,Technology,20,38,52.63
2025,2,NEE619SP,Business,2,53,3.77
2025,2,NEE619SP,Consulting,7,53,13.21
2025,2,NEE619SP,Management,4,53,7.55
2025,2,NEE619SP,Others,12,53,22.64
2025,2,NEE619SP,Technology,28,53,52.83
2025,2,NEE626BS,Technology,1,1,100.0
2025,2,NEE628SP,Consulting,1,2,50.0
2025,2,NEE628SP,Others,1,2,50.0
2025,2,NEE629HZ,Consulting,1,4,25.0
2025,2,NEE629HZ,Others,1,4,25.0
2025,2,NEE629HZ,Technology,2,4,50.0
2025,2,NEE630SP,Management,1,3,33.33
2025,2,NEE630SP,Technology,2,3,66.67
2025,2,NEE631SP,Consulting,1,1,100.0
2025,2,NEE632SP,Technology,1,1,100.0
2025,2,NEE633WD,Others,1,1,100.0
2025,2,NEE636SP,Business,3,34,8.82
2025,2,NEE636SP,Consulting,3,34,8.82
2025,2,NEE636SP,Management,1,34,2.94
2025,2,NEE636SP,Others,12,34,35.29
2025,2,NEE636SP,Technology,15,34,44.12
2025,2,NEE637WD,Others,1,1,100.0
2025,2,NEE639SP,Business,3,70,4.29
2025,2,NEE639SP,Consulting,10,70,14.29
2025,2,NEE639SP,Management,6,70,8.57
2025,2,NEE639SP,Others,22,70,31.43
2025,2,NEE639SP,Technology,29,70,41.43
2025,2,NEE640SP,Management,1,3,33.33
2025,2,NEE640SP,Technology,2,3,66.67
2025,2,NEE654SP,Business,9,38,23.68
2025,2,NEE654SP,Consulting,9,38,23.68
2025,2,NEE654SP,Management,1,38,2.63
2025,2,NEE654SP,Others,9,38,23.68
2025,2,NEE654SP,Technology,10,38,26.32
2025,2,NEE658SP,Business,4,60,6.67
2025,2,NEE658SP,Consulting,13,60,21.67
2025,2,NEE658SP,Others,25,60,41.67
2025,2,NEE658SP,Technology,18,60,30.0
2025,2,NEE660WD,Others,5,9,55.56
2025,2,NEE660WD,Technology,4,9,44.44
2025,2,NEE661WD,Others,2,2,100.0
2025,2,NEE662WD,Others,2,2,100.0
2025,2,NEE663WD,Others,2,2,100.0
2025,2,NEE664WD,Others,2,2,100.0
2025,2,NEE668SP,Business,6,47,12.77
2025,2,NEE668SP,Consulting,14,47,29.79
2025,2,NEE668SP,Others,13,47,27.66
2025,2,NEE668SP,Technology,14,47,29.79
2025,2,NEE670SP,Business,7,67,10.45
2025,2,NEE670SP,Consulting,18,67,26.87
2025,2,NEE670SP,Management,1,67,1.49
2025,2,NEE670SP,Others,23,67,34.33
2025,2,NEE670SP,Technology,18,67,26.87
2025,2,NEE671SP,Business,1,5,20.0
2025,2,NEE671SP,Consulting,2,5,40.0
2025,2,NEE671SP,Others,2,5,40.0
2025,2,NEE673SP,Consulting,4,8,50.0
2025,2,NEE673SP,Management,1,8,12.5
2025,2,NEE673SP,Others,3,8,37.5
2025,2,NEE674SP,Others,4,4,100.0
2025,2,NEE675WD,Others,1,1,100.0
2025,2,NEE676SP,Business,2,18,11.11
2025,2,NEE676SP,Consulting,5,18,27.78
2025,2,NEE676SP,Others,6,18,33.33
2025,2,NEE676SP,Technology,5,18,27.78
2025,2,NEE677SP,Business,9,37,24.32
2025,2,NEE677SP,Consulting,7,37,18.92
2025,2,NEE677SP,Management,1,37,2.7
2025,2,NEE677SP,Others,13,37,35.14
2025,2,NEE677SP,Technology,7,37,18.92
2025,2,NEE678SP,Business,4,16,25.0
2025,2,NEE678SP,Consulting,2,16,12.5
2025,2,NEE678SP,Others,5,16,31.25
2025,2,NEE678SP,Technology,5,16,31.25
2025,2,NEE679SP,Business,5,23,21.74
2025,2,NEE679SP,Consulting,3,23,13.04
2025,2,NEE679SP,Management,1,23,4.35
2025,2,NEE679SP,Others,10,23,43.48
2025,2,NEE679SP,Technology,4,23,17.39
2025,2,NEE680WD,Others,1,1,100.0
2025,2,NEE681SP,Business,2,10,20.0
2025,2,NEE681SP,Consulting,3,10,30.0
2025,2,NEE681SP,Others,2,10,20.0
2025,2,NEE681SP,Technology,3,10,30.0
2025,2,NEE681VD,Consulting,8,22,36.36
2025,2,NEE681VD,Management,2,22,9.09
2025,2,NEE681VD,Others,6,22,27.27
2025,2,NEE681VD,Technology,6,22,27.27
2025,2,NEE701PU,Business,2,6,33.33
2025,2,NEE701PU,Consulting,2,6,33.33
2025,2,NEE701PU,Others,1,6,16.67
2025,2,NEE701PU,Technology,1,6,16.67
2025,2,NEE707PU,Business,2,8,25.0
2025,2,NEE707PU,Consulting,2,8,25.0
2025,2,NEE707PU,Others,3,8,37.5
2025,2,NEE707PU,Technology,1,8,12.5
2025,2,NEE709DX,Others,2,9,22.22
2025,2,NEE709DX,Technology,7,9,77.78
2025,2,NEE720ST,Others,2,3,66.67
2025,2,NEE720ST,Technology,1,3,33.33
2025,2,NEE722IV,Business,1,3,33.33
2025,2,NEE722IV,Management,1,3,33.33
2025,2,NEE722IV,Technology,1,3,33.33
2025,2,NEE741ST,Others,3,7,42.86
2025,2,NEE741ST,Technology,4,7,57.14
2025,2,NEE742ST,Business,1,2,50.0
2025,2,NEE742ST,Management,1,2,50.0
2025,2,NEE743MT,Management,1,14,7.14
2025,2,NEE743MT,Others,7,14,50.0
2025,2,NEE743MT,Technology,6,14,42.86
2025,2,NEE751MB,Consulting,1,1,100.0
2025,2,NEE755BB,Technology,1,1,100.0
2025,2,NEE801P6,Business,2,13,15.38
2025,2,NEE801P6,Consulting,3,13,23.08
2025,2,NEE801P6,Management,1,13,7.69
2025,2,NEE801P6,Others,3,13,23.08
2025,2,NEE801P6,Technology,4,13,30.77
2025,2,NEE803OD,Business,1,23,4.35
2025,2,NEE803OD,Consulting,2,23,8.7
2025,2,NEE803OD,Management,2,23,8.7
2025,2,NEE803OD,Others,7,23,30.43
2025,2,NEE803OD,Technology,11,23,47.83
2025,2,NEE804HT,Management,1,16,6.25
2025,2,NEE804HT,Others,5,16,31.25
2025,2,NEE804HT,Technology,10,16,62.5
2025,2,NEE805PZ,Business,1,8,12.5
2025,2,NEE805PZ,Consulting,1,8,12.5
2025,2,NEE805PZ,Management,1,8,12.5
2025,2,NEE805PZ,Others,2,8,25.0
2025,2,NEE805PZ,Technology,3,8,37.5
2025,2,NEEBASP6,Consulting,1,1,100.0
2025,3,AEILMO48,Others,1,5,20.0
2025,3,AEILMO48,Technology,4,5,80.0
2025,3,AEILMO50,Management,2,4,50.0
2025,3,AEILMO50,Technology,2,4,50.0
2025,3,FPL981MC,Consulting,1,3,33.33
2025,3,FPL981MC,Others,1,3,33.33
2025,3,FPL981MC,Technology,1,3,33.33
2025,3,FPL983NP,Business,1,2,50.0
2025,3,FPL983NP,Technology,1,2,50.0
2025,3,FPLAMPZ3,Business,3,22,13.64
2025,3,FPLAMPZ3,Consulting,6,22,27.27
2025,3,FPLAMPZ3,Management,1,22,4.55
2025,3,FPLAMPZ3,Others,7,22,31.82
2025,3,FPLAMPZ3,Technology,5,22,22.73
2025,3,FPLFPMST,Business,13,59,22.03
2025,3,FPLFPMST,Consulting,19,59,32.2
2025,3,FPLFPMST,Others,19,59,32.2
2025,3,FPLFPMST,Technology,8,59,13.56
2025,3,FPLPMPH6,Technology,1,1,100.0
2025,3,FPLPMPH7,Consulting,3,4,75.0
2025,3,FPLPMPH7,Others,1,4,25.0
2025,3,FPM972MP,Consulting,1,1,100.0
2025,3,HELIVCBE,Others,1,2,50.0
2025,3,HELIVCBE,Technology,1,2,50.0
2025,3,HELIVCHP,Consulting,4,26,15.38
2025,3,HELIVCHP,Management,1,26,3.85
2025,3,HELIVCHP,Others,11,26,42.31
2025,3,HELIVCHP,Technology,10,26,38.46
2025,3,HELIVMYP,Others,1,2,50.0
2025,3,HELIVMYP,Technology,1,2,50.0
2025,3,HELIVPA6,Others,3,6,50.0
2025,3,HELIVPA6,Technology,3,6,50.0
2025,3,HELIVPU6,Others,1,2,50.0
2025,3,HELIVPU6,Technology,1,2,50.0
2025,3,HELIVVB2,Consulting,1,3,33.33
2025,3,HELIVVB2,Others,1,3,33.33
2025,3,HELIVVB2,Technology,1,3,33.33
2025,3,HELIVVH1,Others,8,16,50.0
2025,3,HELIVVH1,Technology,8,16,50.0
2025,3,HELIVVM1,Business,2,17,11.76
2025,3,HELIVVM1,Others,7,17,41.18
2025,3,HELIVVM1,Technology,8,17,47.06
2025,3,HELIVVM3,Consulting,1,3,33.33
2025,3,HELIVVM3,Others,1,3,33.33
2025,3,HELIVVM3,Technology,1,3,33.33
2025,3,M1CFEGPM,Consulting,2,72,2.78
2025,3,M1CFEGPM,Management,5,72,6.94
2025,3,M1CFEGPM,Others,20,72,27.78
2025,3,M1CFEGPM,Technology,45,72,62.5
2025,3,M22073B1,Management,1,1,100.0
2025,3,M31162MZ,Consulting,1,2,50.0
2025,3,M31162MZ,Management,1,2,50.0
2025,3,M31185MZ,Consulting,1,10,10.0
2025,3,M31185MZ,Others,4,10,40.0
2025,3,M31185MZ,Technology,5,10,50.0
2025,3,M31256QB,Consulting,1,20,5.0
2025,3,M31256QB,Management,1,20,5.0
2025,3,M31256QB,Others,9,20,45.0
2025,3,M31256QB,Technology,9,20,45.0
2025,3,M31261MZ,Consulting,1,36,2.78
2025,3,M31261MZ,Management,2,36,5.56
2025,3,M31261MZ,Others,16,36,44.44
2025,3,M31261MZ,Technology,17,36,47.22
2025,3,M31330MH,Business,19,376,5.05
2025,3,M31330MH,Consulting,46,376,12.23
2025,3,M31330MH,Management,16,376,4.26
2025,3,M31330MH,Others,130,376,34.57
2025,3,M31330MH,Technology,165,376,43.88
2025,3,M31338MZ,Business,1,47,2.13
2025,3,M31338MZ,Management,2,47,4.26
2025,3,M31338MZ,Others,21,47,44.68
2025,3,M31338MZ,Technology,23,47,48.94
2025,3,M31343MZ,Business,1,16,6.25
2025,3,M31343MZ,Consulting,2,16,12.5
2025,3,M31343MZ,Others,6,16,37.5
2025,3,M31343MZ,Technology,7,16,43.75
2025,3,M31347M2,Management,3,20,15.0
2025,3,M31347M2,Others,4,20,20.0
2025,3,M31347M2,Technology,13,20,65.0
2025,3,M31348MZ,Business,3,32,9.38
2025,3,M31348MZ,Consulting,8,32,25.0
2025,3,M31348MZ,Management,3,32,9.38
2025,3,M31348MZ,Others,14,32,43.75
2025,3,M31348MZ,Technology,4,32,12.5
2025,3,M31349MZ,Business,1,56,1.79
2025,3,M31349MZ,Consulting,3,56,5.36
2025,3,M31349MZ,Management,2,56,3.57
2025,3,M31349MZ,Others,22,56,39.29
2025,3,M31349MZ,Technology,28,56,50.0
2025,3,M31364MZ,Business,7,188,3.72
2025,3,M31364MZ,Consulting,29,188,15.43
2025,3,M31364MZ,Management,7,188,3.72
2025,3,M31364MZ,Others,53,188,28.19
2025,3,M31364MZ,Technology,92,188,48.94
2025,3,M31372MZ,Business,2,50,4.0
2025,3,M31372MZ,Consulting,2,50,4.0
2025,3,M31372MZ,Management,4,50,8.0
2025,3,M31372MZ,Others,20,50,40.0
2025,3,M31372MZ,Technology,22,50,44.0
2025,3,M31376MZ,Consulting,3,10,30.0
2025,3,M31376MZ,Others,4,10,40.0
2025,3,M31376MZ,Technology,3,10,30.0
2025,3,M31383MZ,Business,1,53,1.89
2025,3,M31383MZ,Consulting,2,53,3.77
2025,3,M31383MZ,Management,2,53,3.77
2025,3,M31383MZ,Others,19,53,35.85
2025,3,M31383MZ,Technology,29,53,54.72
2025,3,M31387MZ,Consulting,8,43,18.6
2025,3,M31387MZ,Management,5,43,11.63
2025,3,M31387MZ,Others,15,43,34.88
2025,3,M31387MZ,Technology,15,43,34.88
2025,3,M31401MZ,Management,1,1,100.0
2025,3,M31403MZ,Business,1,5,20.0
2025,3,M31403MZ,Consulting,1,5,20.0
