contract_type,pseudo_fp,customer_name,master_project_code,maintenance_flag,tbb,fiscal_year,quarter,onsite_revenue,offshore_revenue,total_revenue,onsite_billed_months,offshore_billed_months,total_billed_months,operating_margin,total_cost_of_revenue_direct,total_operating_cost,revenue_productivity,start_date,end_date
FP,true,Hi-Tech,MSMGCMST,Non-Maintenance,,2023,2,0.0,0.0,0.0,0.0,0.0,0.0,4.001349669239386,-4.579768448795184,-4.001349669239386,-nan,2021-07-01,2022-06-30
FP,true,Hi-Tech,MSDSDX23,Non-Maintenance,,2024,2,0.0,0.0,-182.8283779330161,0.0,0.0,0.0,-182.167095328695,0.957022057078524,-0.6612826043210873,-inf,2022-07-01,2023-06-30
FP,true,Hi-Tech,MSMDGFNC,Non-Maintenance,,2022,4,0.0,0.0,0.000995183946488294,0.0,0.0,0.0,0.0009844319268914746,0.0,1.0752019596819333e-05,inf,2021-03-01,2021-06-30
OTM,true,Hi-Tech,MSVCPHST,Non-Maintenance,TBB-T&M,2025,2,0.0,0.0,203.0149431872898,0.0,29.69892473118277,29.69892473118277,123.5294284714659,46.06158575016576,79.48551471582388,6835.8,2024-01-01,2026-06-30
FP,true,Hi-Tech,MSFPTH31,Maintenance,,2025,3,0.0,0.0,-7.832412456274401,0.0,1.0,1.0,-8.478739873304988,-0.1856184414039259,0.6463274170305873,-7832.4,2024-05-01,2024-11-30
FP,true,Energy,NE759ADB,Non-Maintenance,,2025,2,0.0,0.0,4.08565611184132,0.0,1.0,1.0,-0.5568919246364559,3.4837263134523244,4.642548036477776,4085.7,2024-08-16,2024-12-31
FP,true,Energy,FPL983NP,Maintenance,,2025,3,0.0,0.0,41.399293317776745,3.0,0.0,3.0,18.945189432508922,19.4275956619873,22.454103885267823,13799.8,2024-09-01,2024-12-31
FP,true,Energy,NEE498MX,Maintenance,,2025,3,0.0,0.0,-0.0571878184619032,0.0,0.0,0.0,-0.05997086297938372,0.0,0.002783044517480522,-inf,2024-01-01,2024-08-15
FP,true,Energy,NEE169ST,Non-Maintenance,,2024,3,0.0,0.0,53.79451565839461,3.0,2.054838709677419,5.05483870967742,25.302472229223596,23.35143408555185,28.492043429171012,10642.2,2022-07-01,2024-02-29
OTM,true,Hi-Tech,MSUOWAP5,Maintenance,TBB-T&M,2025,2,0.0,0.0,13.995413767827529,0.0,14.0,14.0,-22.592621676120842,20.749315831456133,36.58803544394837,999.7,2023-12-01,2025-07-31
FP,true,Hi-Tech,DYNXCS74,Non-Maintenance,,2025,2,0.0,0.0,-1.01491806882219,0.0,0.0,0.0,-1.01144162982435,0.0,-0.0034764389978398924,-inf,2024-09-06,2024-09-07
FP,true,Hi-Tech,MSPSSGST,Maintenance,,2024,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8279023416896762,-0.146295529297113,-0.8279023416896762,-nan,2022-07-01,2023-06-30
OTM,true,Hi-Tech,MSEAFNH1,Non-Maintenance,TBB-T&M,2022,1,0.0,0.0,1.0935416612897806,0.0,6.0,6.0,-12.824375328889868,8.397246771256171,13.917916990179648,182.3,2018-08-01,2022-06-30
FP,true,Hi-Tech,MSCCAHY1,Maintenance,,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,0.8659438913912391,0.0,-0.8659438913912391,-nan,2021-07-01,2022-06-30
FP,true,Hi-Tech,MSCAGSTP,Non-Maintenance,,2024,3,0.0,0.0,51.02237921330775,1.366666666666667,4.63333333333333,6.0,27.68343204479568,16.57688332389356,23.33894716851207,8503.7,2023-11-01,2023-12-31
FP,false,HealthCare,M31378CZ,Non-Maintenance,,2025,2,0.0,0.0,-0.001328235153542856,0.0,0.0,0.0,0.0007755181335716818,-0.00210375328711451,-0.0021037532871145377,-inf,2024-04-04,2024-05-31
FP,false,HealthCare,MOLFPLOW,Maintenance,,2023,4,0.0,0.0,94.05070700034534,3.703225806451612,2.61290322580645,6.316129032258059,37.08422649671618,48.64389714285716,56.966480503629164,14890.6,2022-11-01,2023-08-31
FP,false,HealthCare,MH178HM1,Non-Maintenance,,2022,4,0.0,0.0,-1.4153128286014969,0.0,0.0,0.0,-1.4215549421661997,0.0,0.006242113564702834,-inf,2021-09-08,2021-12-31
FP,true,Energy,NEE633WD,Non-Maintenance,,2025,1,0.0,0.0,31.0676675972996,2.0,0.0,2.0,24.944215250590624,0.4104260031868638,6.1234523467089765,15533.8,2024-05-01,2024-12-31
FP,true,Energy,NE486ADK,Non-Maintenance,,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,0.7901822082887695,-0.7558173559646191,-0.7901822082887695,-nan,2024-01-01,2024-06-30
FP,true,Energy,NEE248ST,Non-Maintenance,,2025,4,0.0,0.0,-0.11790580720092919,0.0,0.0,0.0,-0.11790580720092919,0.0,0.0,-inf,2023-07-16,2024-01-15
FP,true,Energy,NEE150MX,Maintenance,,2024,3,0.0,0.0,-0.15038289424649953,0.0,0.0,0.0,0.8919390383833825,-0.715875252282556,-1.042321932629882,-inf,2022-03-01,2023-02-28
TM,true,Hi-Tech,CSMIC083,Non-Maintenance,,2023,2,0.0,0.0,0.0,0.0,0.0,0.0,0.585787085476812,-0.297326807228918,-0.585787085476812,-nan,2021-10-25,2022-06-30
OTM,true,Hi-Tech,MSEAFIP1,Non-Maintenance,TBB-T&M,2023,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.2028866612620996,0.554744750789274,1.2028866612620996,-nan,2018-08-01,2022-06-30
FP,true,Hi-Tech,MSICLOST,Non-Maintenance,,2022,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.0132907775113347,0.0,0.0132907775113347,-nan,2020-07-01,2021-06-30
FP,true,Hi-Tech,DYNXCS32,Non-Maintenance,,2023,1,0.0,0.0,0.0,0.0,0.0,0.0,2.145674445536153,-1.16652256899665,-2.145674445536153,-nan,2021-10-22,2022-04-30
FP,true,Hi-Tech,MSCEFHSP,Non-Maintenance,,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,0.002600463159939004,0.0,-0.002600463159939004,-nan,2021-11-15,2022-06-30
FP,true,Hi-Tech,MSCSMEDX,Non-Maintenance,,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,0.769422492401216,0.0,-0.769422492401216,-nan,2021-07-01,2022-06-30
FP,true,Hi-Tech,MSSPOGH,Non-Maintenance,,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-nan,2023-10-01,2024-03-31
FP,true,Hi-Tech,MSMAIATU,Non-Maintenance,,2022,4,0.0,0.0,88.78915719277579,4.53571428571429,2.45161290322581,6.9873271889401,41.221086169139696,39.2247772367988,47.568071023636094,12707.2,2022-01-01,2022-06-30
FP,true,Hi-Tech,MSCESRET,Non-Maintenance,,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,-5.689893001203927e-16,0.0,5.689893001203927e-16,-nan,2023-03-06,2023-10-31
OTM,true,Hi-Tech,MSVCPNSP,Non-Maintenance,TBB-T&M,2025,3,0.0,0.0,69.0482586720843,0.0,22.58709677419355,22.58709677419355,11.773790993278947,32.343027646635306,57.27446767880535,3057.0,2024-09-06,2026-06-30
FP,true,Energy,FPLMABL1,Non-Maintenance,,2024,2,0.0,0.0,0.0,0.0,0.0,0.0,1.3712859908365298,-1.5024965641031462,-1.3712859908365298,-nan,2023-01-01,2023-06-30
FP,true,Energy,NEE987BT,Non-Maintenance,,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.000524984802431612,0.0,0.000524984802431612,-nan,2022-01-10,2022-04-29
OTM,true,Hi-Tech,MSUOWAP5,Maintenance,TBB-T&M,2025,3,0.0,0.0,15.97289405612095,0.0,10.9268817204301,10.9268817204301,-8.69455792511344,12.268334095001753,24.66745198123439,1461.8,2023-12-01,2025-07-31
OTM,true,Hi-Tech,MSABPHZ3,Non-Maintenance,TBB-T&M,2022,1,0.0,0.0,20.79096562722884,0.0,12.0,12.0,-8.2516091040054,17.669473904215362,29.04257473123424,1732.6,2020-07-01,2022-06-30
TM,true,Hi-Tech,MSIGDSTP,Non-Maintenance,,2022,1,-0.2594583981693364,12.10454265446224,11.84508425629291,0.0,3.0,3.0,4.33391839796311,4.32080866635512,7.5111658583298,3948.4,2021-02-01,2022-06-29
FP,false,HealthCare,MLHIESTP,Non-Maintenance,,2025,4,0.0,0.0,-0.368095648180044,0.0,0.0,0.0,-0.026834906264531517,-0.8749289927142347,-0.3412607419155125,-inf,2024-09-04,2024-12-31
FP,false,HealthCare,MECMZA23,Non-Maintenance,,2025,4,0.0,0.0,-1.314913882190837,0.0,0.0,0.0,-1.314913882190837,0.0,0.0,-inf,2024-04-01,2024-07-31
FP,false,HealthCare,MECMZCP,Non-Maintenance,,2025,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.0527488966318235,0.0527488966318235,0.0527488966318235,-nan,2024-02-24,2024-09-30
FP,false,HealthCare,M31148MZ,Non-Maintenance,,2024,2,0.0,0.0,0.00123922984356417,0.433333333333333,2.433333333333333,2.866666666666663,1.2657803850782339,-4.0439766546329565,-1.2645411552346697,0.4,2023-09-01,2024-02-29
FP,false,HealthCare,M31232PZ,Non-Maintenance,,2024,3,0.0,0.0,29.7423043008169,0.0,1.25,1.25,24.435301297453144,4.17123173954829,5.307003003363757,23793.8,2023-12-01,2024-01-31
FP,false,HealthCare,MECMOZ12,Non-Maintenance,,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.00363525835866261,0.0,0.00363525835866261,-nan,2022-07-01,2022-12-31
FP,true,Energy,NE663AWD,Non-Maintenance,,2025,2,0.0,0.0,0.00121938104910985,0.0,0.0,0.0,0.00121926156052056,0.0,1.1948858928993375e-07,inf,2024-09-01,2024-12-31
FP,true,Energy,NEEBASP2,Non-Maintenance,,2025,3,0.0,0.0,43.3113214751566,3.0,0.0,3.0,16.174308490264508,23.70238897746637,27.137012984892095,14437.1,2024-10-01,2024-12-31
FP,true,Energy,NEE680WD,Non-Maintenance,,2025,4,0.0,0.0,16.878816018841817,1.0,0.0,1.0,10.269345339574892,-0.6649677363068571,6.609470679266925,16878.8,2024-08-01,2025-01-31
FP,true,Energy,NEE338HT,Non-Maintenance,,2023,4,0.0,0.0,16.3742881458967,0.838709677419355,0.161290322580645,1.0,5.47413398176292,9.79571537993921,10.90015416413378,16374.3,2023-03-01,2023-06-30
FP,true,Hi-Tech,MSCRM3CP,Maintenance,,2022,4,0.0,0.0,1.0842021724855038e-19,0.0,0.0,0.0,0.02639520042731781,-0.02639520042731781,-0.02639520042731781,inf,2021-07-01,2022-06-30
TM,true,Hi-Tech,MSGDTASM,Non-Maintenance,,2022,2,-0.04927120712252,0.60110878112713,0.55183757400461,0.0,0.0,0.0,0.5676246696489429,0.0,-0.015787095644332894,inf,2021-01-11,2021-06-30
FP,true,Hi-Tech,MSXPS401,Maintenance,,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0008556313528630122,0.0,-0.0008556313528630122,-nan,2021-07-01,2022-06-30
FP,false,HealthCare,M31641PZ,Non-Maintenance,,2025,4,0.0,0.0,28.540947088930704,0.0,6.0,6.0,10.640261188718643,10.691751041286988,17.90068590021206,4756.8,2024-12-12,2025-02-28
FP,false,HealthCare,MECMOZ22,Non-Maintenance,,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.00365168539325843,0.0,0.00365168539325843,-nan,2022-10-13,2022-12-31
TM,false,HealthCare,MH088HMZ,Non-Maintenance,,2024,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.000325159093355898,0.0,0.000325159093355898,-nan,2022-03-07,2022-03-31
FP,false,HealthCare,ML133MPB,Non-Maintenance,,2023,4,0.0,0.0,110.99803331307,6.0,0.870967741935484,6.87096774193548,49.722214090825176,53.725561094224986,61.27581922224482,16154.6,2023-02-06,2023-08-11
FP,true,Energy,NEE988HT,Non-Maintenance,,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0858674463937622,-0.0858674463937622,-0.0858674463937622,-nan,2022-01-01,2022-03-31
OTM,true,Hi-Tech,MSABPHZ3,Non-Maintenance,TBB-T&M,2023,2,0.0,0.0,0.0,0.0,0.0,0.0,-0.45762545712623504,0.390559989959839,0.45762545712623504,-nan,2020-07-01,2022-06-30
FP,true,Hi-Tech,MSAMT401,Non-Maintenance,,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5358146521711136,-0.4064953647722692,-0.5358146521711136,-nan,2021-01-01,2021-06-30
TM,false,HealthCare,MOL150DS,Non-Maintenance,,2024,2,14.0652388841515,0.0,14.0652388841515,1.0,0.0,1.0,4.9290105760279745,8.03095973969122,9.136228308123524,14065.2,2023-02-13,2023-07-31
FP,false,HealthCare,MH168IVM,Non-Maintenance,,2024,3,0.0,0.0,0.499339259971168,0.0,0.0,0.0,0.499339259971168,0.0,0.0,inf,2022-07-18,2022-10-31
FP,false,HealthCare,M22111MZ,Non-Maintenance,,2024,3,0.0,0.0,0.38648858721768353,0.0,0.0,0.0,0.38648858721768353,0.0,0.0,inf,2023-01-03,2023-03-31
FP,false,HealthCare,M21242MZ,Non-Maintenance,,2024,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018005684977726861,0.0,0.0018005684977726861,-nan,2022-10-07,2022-12-31
FP,false,HealthCare,MOLDCG02,Non-Maintenance,,2024,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.00136566820837424,0.0,0.00136566820837424,-nan,2021-09-01,2022-03-31
FP,true,Energy,NEE110CZ,Non-Maintenance,,2022,4,0.0,0.0,15.8260437697161,1.0,0.0,1.0,6.434346291896579,8.44120057833859,9.39169747781952,15826.0,2022-01-01,2022-12-30
TM,true,Hi-Tech,MSWEMHSZ,Non-Maintenance,,2024,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-nan,2022-02-01,2023-06-23
FP,true,Hi-Tech,DYNXCS63,Non-Maintenance,,2024,1,0.0,0.0,11.1658003730587,0.0,0.0,0.0,11.1825780945419,0.0,-0.016777721483201447,inf,2023-05-17,2023-05-18
FP,false,HealthCare,MOLFPPSC,Maintenance,,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,1.28339139708496,-1.28339139708496,-1.28339139708496,-nan,2023-11-09,2023-12-31
TM,false,HealthCare,MLDCG125,Non-Maintenance,,2024,3,6.68115929841422,0.0,6.68115929841422,0.0,0.0,0.0,6.684990969686598,-0.00383167127237775,-0.0038316712723780455,inf,2023-01-11,2023-06-30
OTM,false,HealthCare,MOLPCPIL,Non-Maintenance,TBB-T&M,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-nan,2021-11-11,2022-12-31
FP,true,Hi-Tech,MSELVST1,Non-Maintenance,,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.014071730158767181,0.0,-0.014071730158767181,-nan,2021-08-09,2023-06-30
FP,true,Hi-Tech,MSSCUS6D,Non-Maintenance,,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,0.12259208931665898,0.0,-0.12259208931665898,-nan,2021-07-01,2022-06-30
FP,true,Hi-Tech,MSAUTOAS,Non-Maintenance,,2022,2,0.0,0.0,32.8192730967218,1.0,3.43333333333333,4.43333333333333,6.97944026009212,18.6640785694934,25.839832836629682,7402.8,2021-09-01,2021-11-10
FP,false,HealthCare,M22124MZ,Non-Maintenance,,2024,3,0.0,0.0,0.443413262854396,0.0,0.0,0.0,0.443413262854396,0.0,0.0,inf,2023-01-28,2023-03-31
TM,false,HealthCare,MOLDCG12,Non-Maintenance,,2024,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001585150519062,0.0,0.0001585150519062,-nan,2022-01-01,2022-03-31
FP,false,HealthCare,MOLPGCLM,Non-Maintenance,,2024,4,0.0,0.0,0.139851900866217,0.0,0.0,0.0,0.6618479067788541,-0.582307868142445,-0.5219960059126371,inf,2023-09-04,2023-12-03
FP,false,HealthCare,M31063MZ,Non-Maintenance,,2024,4,0.0,0.0,-0.1481420673076922,0.0,0.0,0.0,-0.15012553782600158,0.0,0.0019834705183093826,-inf,2023-05-05,2023-07-16
FP,true,Energy,NEE439MX,Maintenance,,2025,3,0.0,0.0,-0.0248993956629932,0.0,0.0,0.0,-0.0248993956629932,0.0,0.0,-inf,2023-04-01,2024-03-31
FP,false,HealthCare,M22153MZ,Non-Maintenance,,2024,3,0.0,0.0,0.47636965401249376,0.0,0.0,0.0,0.47636965401249376,0.0,0.0,inf,2023-03-02,2023-03-31
FP,false,HealthCare,MOLFPLOW,Maintenance,,2024,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.0190850654811979,0.0190850654811979,0.0190850654811979,-nan,2022-11-01,2023-08-31
FP,false,HealthCare,MOLDCG07,Non-Maintenance,,2024,3,0.0,0.0,0.877838419029313,0.0,0.0,0.0,0.877838419029313,0.0,0.0,inf,2021-12-15,2022-06-30
TM,false,HealthCare,MH029HMZ,Non-Maintenance,,2024,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.0110147645112737,0.0,0.0110147645112737,-nan,2022-02-01,2022-12-31
FP,true,Hi-Tech,MSPINVES,Non-Maintenance,,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,-0.028348308048454403,0.0,0.028348308048454403,-nan,2021-09-01,2022-06-30
FP,true,Hi-Tech,DYNXPS11,Non-Maintenance,,2022,2,0.0,0.0,-3.97738146843699,0.0,0.0,0.0,-58.1281093199675,19.6827350311569,54.15072785153051,-inf,2021-09-24,2022-01-01
FP,true,Hi-Tech,MSMAIATU,Non-Maintenance,,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,0.004765939564577049,0.0,-0.004765939564577049,-nan,2022-01-01,2022-06-30
OTM,true,Hi-Tech,MSFNOHU3,Non-Maintenance,TBB-T&M,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,0.00522351797862002,-0.00522351797862002,-0.00522351797862002,-nan,2019-11-01,2022-06-30
FP,true,Hi-Tech,MSIDEXST,Non-Maintenance,,2022,3,0.0,0.0,0.0,0.0,0.0,0.0,0.01324079017618793,-0.01324079017618793,-0.01324079017618793,-nan,2020-07-01,2021-06-30
TM,true,Energy,NEEMKDXB,Non-Maintenance,,2022,4,0.0,6.85151616719243,6.85151616719243,0.0,1.0,1.0,4.963769377714429,0.83839221871714,1.8877467894780011,6851.5,2021-06-01,2022-06-27
FP,true,Hi-Tech,MSNPMCSZ,Non-Maintenance,,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,1.28339139708496,-1.28339139708496,-1.28339139708496,-nan,2023-09-01,2024-06-30
FP,false,HealthCare,M31248MZ,Non-Maintenance,,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,-5.72830732307408e-07,0.0,5.72830732307408e-07,-nan,2023-12-27,2024-08-31
FP,false,HealthCare,MECMZEA2,Non-Maintenance,,2025,3,0.0,0.0,22.8317244160166,0.0,4.0,4.0,9.596894343052977,8.56322824467578,13.234830072963621,5707.9,2024-10-04,2024-12-31
TM,false,HealthCare,MLD2146N,Non-Maintenance,,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,-0.107240769506512,0.0,0.107240769506512,-nan,2023-10-01,2024-03-31
FP,true,Hi-Tech,DYNXCS34,Non-Maintenance,,2023,1,0.0,0.0,-0.00029417075057836,0.0,0.0,0.0,-0.00029417075057836,0.0,0.0,-inf,2022-02-15,2022-02-15
FP,true,Energy,NE715MEX,Maintenance,,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,1.08042536460329e-05,0.0,-1.08042536460329e-05,-nan,2024-01-01,2024-03-31
FP,true,Hi-Tech,DYNXCS73,Non-Maintenance,,2025,1,0.0,0.0,-3.4081197688882,0.0,0.0,0.0,-3.39449982016545,0.0,-0.013619948722749964,-inf,2024-04-19,2024-04-20
FP,false,HealthCare,MECMOZ13,Non-Maintenance,,2024,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0170422706785236,0.0,-0.0170422706785236,-nan,2022-07-01,2023-01-31
FP,true,Energy,NEE356ST,Non-Maintenance,,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.0252040326452232,0.0,0.0252040326452232,-nan,2023-08-01,2023-12-31
FP,true,Hi-Tech,MSPEXSQD,Non-Maintenance,,2024,3,0.0,0.0,0.0,0.0,0.0,0.0,0.000638591853898835,-0.000638591853898835,-0.000638591853898835,-nan,2022-07-01,2023-06-30
FP,true,Hi-Tech,MSSUPPZ5,Maintenance,,2024,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.0139527814489968,0.0,0.0139527814489968,-nan,2021-11-01,2023-06-30
TM,true,Hi-Tech,MSSMIPST,Non-Maintenance,,2025,2,0.0,41.57019271811682,41.57019271811682,0.0,5.233333333333327,5.233333333333327,20.6003351863364,14.230535198975296,20.96985753178042,7943.3,2020-11-01,2025-09-30
FP,true,Hi-Tech,MSMTC101,Non-Maintenance,,2024,1,0.0,0.0,44.64089681375216,0.0,6.0,6.0,31.209585645334602,6.335296438012618,13.431311168417555,7440.1,2022-07-01,2023-06-30
FP,true,Hi-Tech,MSAUD301,Maintenance,,2022,3,0.0,0.0,182.3323501899161,8.0,18.90322580645161,26.90322580645161,40.831017977965324,106.12694572877616,141.50133221195077,6777.3,2021-08-01,2022-09-30
TM,true,Hi-Tech,MSSMIPST,Non-Maintenance,,2025,4,0.0,38.14496746460547,38.14496746460547,0.0,5.321428571428571,5.321428571428571,17.859532388992218,11.80371250478468,20.285435075613254,7168.2,2020-11-01,2025-09-30
TM,true,Hi-Tech,MSCSSH31,Maintenance,,2024,4,335.97127339706503,2.30469951923077,338.27597291629604,29.0,0.0,29.0,77.5457738631618,226.45988166284374,260.73019905313424,11664.7,2023-05-16,2026-06-30
FP,true,Hi-Tech,MSAUD301,Maintenance,,2022,4,0.0,0.0,197.06937455673608,6.516129032258065,17.40677419354838,23.922903225806444,94.61237616227002,72.21594440866195,102.45699839446605,8237.7,2021-08-01,2022-09-30
FP,true,Hi-Tech,MSCCGIST,Non-Maintenance,,2025,2,0.0,0.0,2710.3954825668143,135.11720430107528,239.83311827956993,374.95032258064526,771.2250427691814,1507.704496052357,1939.1704397976328,7228.7,2024-07-01,2027-06-30
FP,true,Hi-Tech,MSCSCHZ5,Non-Maintenance,,2025,3,0.0,0.0,254.7065184817682,9.58064516129032,41.245161290322585,50.825806451612905,91.50511232905427,109.42629972417379,163.20140615271393,5011.4,2023-10-01,2025-06-30
OTM,true,Hi-Tech,MSPRCCHZ,Non-Maintenance,TBB-T&M,2025,4,0.0,0.0,10.254725912100863,0.0,37.05645161290323,37.05645161290323,-65.07891943992801,30.74058676640954,75.33364535202888,276.7,2023-05-23,2030-03-31
FP,true,Hi-Tech,MSMTC101,Non-Maintenance,,2023,4,0.0,0.0,56.723027641502455,0.0,10.096774193548388,10.096774193548388,28.055170246447275,16.00823177764538,28.66785739505518,5617.9,2022-07-01,2023-06-30
FP,false,HealthCare,MECMZKP,Non-Maintenance,,2025,3,0.0,0.0,204.17382823453588,4.0,16.115053763440855,20.115053763440855,104.89314527350169,75.8376117146444,99.28068296103419,10150.3,2024-10-01,2025-01-31
TM,false,HealthCare,ML124BAA,Non-Maintenance,,2024,3,42.072501259582,0.0,42.072501259582,3.0,0.0,3.0,17.4122444378878,22.016762281406663,24.660256821694198,14024.2,2023-07-24,2024-03-31
TM,false,HealthCare,MOL126NS,Non-Maintenance,,2024,4,41.7236733156418,0.0,41.7236733156418,3.0,0.0,3.0,18.241131339971798,20.176291369653725,23.48254197567,13907.9,2023-11-01,2024-07-01
FP,true,Energy,NEE458MX,Non-Maintenance,,2024,2,0.0,0.0,18.590875465486068,2.0,0.0,2.0,3.86834424092181,11.512788492176789,14.722531224564257,9295.4,2023-08-01,2024-01-31
OTM,true,Hi-Tech,MSPRCCHZ,Non-Maintenance,TBB-T&M,2025,1,0.0,0.0,31.875687558134654,0.0,44.268817204301,44.268817204301,-69.17163863262131,48.05019881688429,101.04732619075597,720.0,2023-05-23,2030-03-31
OTM,true,Hi-Tech,MSVCPPN3,Non-Maintenance,TBB-T&M,2025,3,0.0,0.0,59.953667400911904,0.0,23.05483870967742,23.05483870967742,8.792496474700311,25.94012014505553,51.1611709262116,2600.5,2024-01-01,2026-06-30
FP,true,Hi-Tech,MSSADMST,Non-Maintenance,,2024,3,0.0,0.0,589.7020479996379,9.898924731182795,100.98279569892469,110.88172043010749,326.2462207098183,146.48465865089912,263.4558272898196,5318.3,2023-07-01,2024-06-30
OTM,true,Hi-Tech,MSPRCCHZ,Non-Maintenance,TBB-T&M,2024,3,0.0,0.0,24.486423351098857,0.0,49.1290322580645,49.1290322580645,-83.12373260466,54.25705051803462,107.61015595575887,498.4,2023-05-23,2030-03-31
FP,false,HealthCare,MH22CS01,Non-Maintenance,,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-nan,2022-09-19,2022-12-31
FP,false,HealthCare,M31204MH,Non-Maintenance,,2025,2,0.0,0.0,-0.01617375722966738,0.0,0.0,0.0,-0.01281914216359726,-0.00224719101123596,-0.00335461506607012,-inf,2024-05-01,2024-05-31
FP,false,HealthCare,M31177MZ,Non-Maintenance,,2024,3,0.0,0.0,43.437112755874765,1.968817204301075,4.952150537634407,6.920967741935482,14.517185915694458,23.115132383442962,28.919926840180306,6276.2,2023-11-01,2024-04-30
FP,false,HealthCare,MOLELALC,Non-Maintenance,,2025,3,0.0,0.0,259.83926706040563,0.0,0.0,0.0,186.21687213907666,73.2657775291873,73.62239492132898,inf,2022-08-01,2027-11-30
FP,true,Energy,NEE458MX,Non-Maintenance,,2024,3,0.0,0.0,27.846109200516732,3.0,0.0,3.0,6.617644540359709,16.18603145023818,21.228464660157023,9282.0,2023-08-01,2024-01-31
OTM,true,Hi-Tech,MSVCPPN3,Non-Maintenance,TBB-T&M,2025,2,0.0,0.0,34.673961373706405,0.0,20.87096774193548,20.87096774193548,-11.80886792938001,23.594314394439504,46.48282930308642,1661.3,2024-01-01,2026-06-30
TM,false,HealthCare,ML124BAA,Non-Maintenance,,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,-0.0919206595770104,0.0,0.0919206595770104,-nan,2023-07-24,2024-03-31
FP,true,Hi-Tech,MSWWLRST,Non-Maintenance,,2024,2,0.0,0.0,0.0,0.0,0.0,0.0,2.452133211861691,-2.230930320380068,-2.452133211861691,-nan,2023-02-01,2023-06-30
FP,true,Hi-Tech,MSCSIOST,Non-Maintenance,,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,0.00418798334324807,-0.00418798334324807,-0.00418798334324807,-nan,2024-04-01,2024-06-30
FP,false,HealthCare,MOLUMCL1,Maintenance,,2025,2,0.0,0.0,28.4588113275182,1.0,1.0,2.0,12.854632931055054,13.22613275182225,15.604178396463148,14229.4,2024-09-01,2024-12-18
TM,false,HealthCare,ML124BAA,Non-Maintenance,,2025,4,-0.0320955333562981,0.0,-0.0320955333562981,0.0,0.0,0.0,-0.0320955333562981,0.0,0.0,-inf,2023-07-24,2024-03-31
FP,true,Hi-Tech,MSMAIANS,Non-Maintenance,,2023,1,0.0,0.0,10.7876605072002,0.0,0.0,0.0,10.6760740410348,0.111586466165414,0.11158646616540047,inf,2022-06-01,2022-06-30
TM,false,HealthCare,MOBAOBI2,Non-Maintenance,,2025,1,52.8176092823364,0.0,52.8176092823364,3.0,0.0,3.0,30.776741006076826,18.120788865669397,22.040868276259573,17605.9,2023-01-01,2025-03-31
OTM,false,HealthCare,MOLINFPN,Maintenance,TBB-T&M,2024,2,0.0,0.0,266.0117512393561,15.0,12.0,27.0,7.344106623678067,228.86834328236344,258.66764461567806,9852.3,2019-03-01,2029-09-30
FP,true,Energy,NEE670SP,Non-Maintenance,,2025,1,0.0,0.0,634.0614052645876,19.901720430107527,48.46397849462366,68.3656989247312,203.63889532877658,353.8436392306717,430.42250993581104,9274.6,2024-05-01,2024-07-31
